A		SACRAMENTO
B		DEER_CR_NR_SMARTVILLE
C		FLOW-UNREG
E		
F		ALT-AUGMENTED-MERGED
Units		CFS
Type		PER-AVER
31918	20Feb1979	712.0
31919	21Feb1979	1270.0
31920	22Feb1979	926.0
31921	23Feb1979	699.0
31922	24Feb1979	321.0
31923	25Feb1979	216.0
31924	26Feb1979	210.0
31925	27Feb1979	195.0
31926	28Feb1979	896.0
31927	01Mar1979	1700.0
31928	02Mar1979	465.0
31929	03Mar1979	358.0
31930	04Mar1979	263.0
31931	05Mar1979	210.0
31932	06Mar1979	188.0
31933	07Mar1979	185.0
31934	08Mar1979	195.0
31935	09Mar1979	209.0
31936	10Mar1979	227.0
31937	11Mar1979	235.0
31938	12Mar1979	234.0
31939	13Mar1979	234.0
31940	14Mar1979	222.0
31941	15Mar1979	335.0
31942	16Mar1979	495.0
31943	17Mar1979	397.0
31944	18Mar1979	312.0
31945	19Mar1979	266.0
31946	20Mar1979	232.0
31947	21Mar1979	214.0
31948	22Mar1979	232.0
31949	23Mar1979	218.0
31950	24Mar1979	187.0
31951	25Mar1979	174.0
31952	26Mar1979	143.0
31953	27Mar1979	708.0
31954	28Mar1979	617.0
31955	29Mar1979	383.0
31956	30Mar1979	301.0
31957	31Mar1979	261.0
31958	01Apr1979	232.0
31959	02Apr1979	212.0
31960	03Apr1979	191.0
31961	04Apr1979	170.0
31962	05Apr1979	158.0
31963	06Apr1979	166.0
31964	07Apr1979	166.0
31965	08Apr1979	155.0
31966	09Apr1979	155.0
31967	10Apr1979	149.0
31968	11Apr1979	144.0
31969	12Apr1979	101.0
31970	13Apr1979	42.0
31971	14Apr1979	41.0
31972	15Apr1979	244.0
31973	16Apr1979	72.0
31974	17Apr1979	113.0
31975	18Apr1979	118.0
31976	19Apr1979	100.0
31977	20Apr1979	91.0
31978	21Apr1979	37.0
31979	22Apr1979	39.0
31980	23Apr1979	84.0
31981	24Apr1979	122.0
31982	25Apr1979	45.0
31983	26Apr1979	54.0
31984	27Apr1979	151.0
31985	28Apr1979	108.0
31986	29Apr1979	99.0
31987	30Apr1979	44.0
31988	01May1979	41.0
31989	02May1979	40.0
31990	03May1979	35.0
31991	04May1979	29.0
31992	05May1979	46.0
31993	06May1979	99.0
31994	07May1979	138.0
31995	08May1979	221.0
31996	09May1979	181.0
31997	10May1979	146.0
31998	11May1979	93.0
31999	12May1979	85.0
32000	13May1979	125.0
32001	14May1979	101.0
32002	15May1979	54.0
32003	16May1979	37.0
32004	17May1979	36.0
32005	18May1979	22.0
32006	19May1979	15.0
32007	20May1979	0.0
32008	21May1979	61.0
32009	22May1979	0.0
32010	23May1979	0.0
32011	24May1979	11.0
32012	25May1979	0.0
32013	26May1979	0.0
32014	27May1979	11.0
32015	28May1979	0.0
32016	29May1979	11.0
32017	30May1979	0.0
32018	31May1979	0.0
32019	01Jun1979	308.0
32020	02Jun1979	0.0
32021	03Jun1979	4.0
32022	04Jun1979	0.0
32023	05Jun1979	0.0
32024	06Jun1979	0.0
32025	07Jun1979	112.0
32026	08Jun1979	0.0
32027	09Jun1979	0.0
32028	10Jun1979	0.0
32029	11Jun1979	0.0
32030	12Jun1979	0.0
32031	13Jun1979	0.0
32032	14Jun1979	0.0
32033	15Jun1979	3.0
32034	16Jun1979	0.0
32035	17Jun1979	0.0
32036	18Jun1979	0.0
32037	19Jun1979	0.0
32038	20Jun1979	0.0
32039	21Jun1979	0.0
32040	22Jun1979	4.0
32041	23Jun1979	0.0
32042	24Jun1979	0.0
32043	25Jun1979	0.0
32044	26Jun1979	0.0
32045	27Jun1979	0.0
32046	28Jun1979	0.0
32047	29Jun1979	0.0
32048	30Jun1979	0.0
32049	01Jul1979	0.0
32050	02Jul1979	0.0
32051	03Jul1979	0.0
32052	04Jul1979	0.0
32053	05Jul1979	0.0
32054	06Jul1979	0.0
32055	07Jul1979	0.0
32056	08Jul1979	5.0
32057	09Jul1979	0.0
32058	10Jul1979	0.0
32059	11Jul1979	0.0
32060	12Jul1979	0.0
32061	13Jul1979	0.0
32062	14Jul1979	0.0
32063	15Jul1979	0.0
32064	16Jul1979	0.0
32065	17Jul1979	0.0
32066	18Jul1979	0.0
32067	19Jul1979	0.0
32068	20Jul1979	0.0
32069	21Jul1979	0.0
32070	22Jul1979	0.0
32071	23Jul1979	0.0
32072	24Jul1979	0.0
32073	25Jul1979	0.0
32074	26Jul1979	0.0
32075	27Jul1979	0.0
32076	28Jul1979	0.0
32077	29Jul1979	0.0
32078	30Jul1979	0.0
32079	31Jul1979	0.0
32080	01Aug1979	0.0
32081	02Aug1979	0.0
32082	03Aug1979	0.0
32083	04Aug1979	0.0
32084	05Aug1979	0.0
32085	06Aug1979	0.0
32086	07Aug1979	6.0
32087	08Aug1979	0.0
32088	09Aug1979	0.0
32089	10Aug1979	0.0
32090	11Aug1979	0.0
32091	12Aug1979	0.0
32092	13Aug1979	0.0
32093	14Aug1979	0.0
32094	15Aug1979	0.0
32095	16Aug1979	0.0
32096	17Aug1979	0.0
32097	18Aug1979	0.0
32098	19Aug1979	0.0
32099	20Aug1979	0.0
32100	21Aug1979	0.0
32101	22Aug1979	0.0
32102	23Aug1979	0.0
32103	24Aug1979	0.0
32104	25Aug1979	0.0
32105	26Aug1979	0.0
32106	27Aug1979	6.0
32107	28Aug1979	0.0
32108	29Aug1979	0.0
32109	30Aug1979	0.0
32110	31Aug1979	0.0
32111	01Sep1979	0.0
32112	02Sep1979	0.0
32113	03Sep1979	0.0
32114	04Sep1979	0.0
32115	05Sep1979	0.0
32116	06Sep1979	0.0
32117	07Sep1979	0.0
32118	08Sep1979	0.0
32119	09Sep1979	0.0
32120	10Sep1979	0.0
32121	11Sep1979	0.0
32122	12Sep1979	0.0
32123	13Sep1979	0.0
32124	14Sep1979	0.0
32125	15Sep1979	0.0
32126	16Sep1979	0.0
32127	17Sep1979	0.0
32128	18Sep1979	0.0
32129	19Sep1979	0.0
32130	20Sep1979	0.0
32131	21Sep1979	0.0
32132	22Sep1979	0.0
32133	23Sep1979	0.0
32134	24Sep1979	0.0
32135	25Sep1979	0.0
32136	26Sep1979	0.0
32137	27Sep1979	0.0
32138	28Sep1979	0.0
32139	29Sep1979	0.0
32140	30Sep1979	0.0
32141	01Oct1979	0.0
32142	02Oct1979	0.0
32143	03Oct1979	0.0
32144	04Oct1979	0.0
32145	05Oct1979	0.0
32146	06Oct1979	0.0
32147	07Oct1979	0.0
32148	08Oct1979	0.0
32149	09Oct1979	0.0
32150	10Oct1979	0.0
32151	11Oct1979	0.0
32152	12Oct1979	0.0
32153	13Oct1979	0.0
32154	14Oct1979	0.0
32155	15Oct1979	0.0
32156	16Oct1979	3.0
32157	17Oct1979	0.0
32158	18Oct1979	0.0
32159	19Oct1979	66.0
32160	20Oct1979	91.0
32161	21Oct1979	32.0
32162	22Oct1979	60.0
32163	23Oct1979	56.0
32164	24Oct1979	3.0
32165	25Oct1979	428.0
32166	26Oct1979	148.0
32167	27Oct1979	27.0
32168	28Oct1979	66.0
32169	29Oct1979	12.0
32170	30Oct1979	11.0
32171	31Oct1979	60.0
32172	01Nov1979	9.0
32173	02Nov1979	59.0
32174	03Nov1979	71.0
32175	04Nov1979	42.0
32176	05Nov1979	24.0
32177	06Nov1979	18.0
32178	07Nov1979	64.0
32179	08Nov1979	12.0
32180	09Nov1979	60.0
32181	10Nov1979	0.0
32182	11Nov1979	10.0
32183	12Nov1979	9.0
32184	13Nov1979	0.0
32185	14Nov1979	9.0
32186	15Nov1979	9.0
32187	16Nov1979	8.0
32188	17Nov1979	100.0
32189	18Nov1979	69.0
32190	19Nov1979	38.0
32191	20Nov1979	71.0
32192	21Nov1979	16.0
32193	22Nov1979	18.0
32194	23Nov1979	87.0
32195	24Nov1979	80.0
32196	25Nov1979	53.0
32197	26Nov1979	185.0
32198	27Nov1979	91.0
32199	28Nov1979	77.0
32200	29Nov1979	71.0
32201	30Nov1979	19.0
32202	01Dec1979	0.0
32203	02Dec1979	67.0
32204	03Dec1979	16.0
32205	04Dec1979	66.0
32206	05Dec1979	14.0
32207	06Dec1979	63.0
32208	07Dec1979	12.0
32209	08Dec1979	11.0
32210	09Dec1979	11.0
32211	10Dec1979	11.0
32212	11Dec1979	13.0
32213	12Dec1979	10.0
32214	13Dec1979	60.0
32215	14Dec1979	11.0
32216	15Dec1979	11.0
32217	16Dec1979	11.0
32218	17Dec1979	11.0
32219	18Dec1979	11.0
32220	19Dec1979	64.0
32221	20Dec1979	20.0
32222	21Dec1979	184.0
32223	22Dec1979	113.0
32224	23Dec1979	95.0
32225	24Dec1979	1211.0
32226	25Dec1979	1080.0
32227	26Dec1979	555.0
32228	27Dec1979	148.0
32229	28Dec1979	160.0
32230	29Dec1979	95.0
32231	30Dec1979	261.0
32232	31Dec1979	1115.0
32233	01Jan1980	648.0
32234	02Jan1980	229.0
32235	03Jan1980	131.0
32236	04Jan1980	163.0
32237	05Jan1980	98.0
32238	06Jan1980	91.0
32239	07Jan1980	87.0
32240	08Jan1980	83.0
32241	09Jan1980	511.0
32242	10Jan1980	640.0
32243	11Jan1980	773.0
32244	12Jan1980	3770.0
32245	13Jan1980	3049.0
32246	14Jan1980	2788.0
32247	15Jan1980	1249.0
32248	16Jan1980	2077.0
32249	17Jan1980	1297.0
32250	18Jan1980	835.0
32251	19Jan1980	602.0
32252	20Jan1980	458.0
32253	21Jan1980	374.0
32254	22Jan1980	315.0
32255	23Jan1980	291.0
32256	24Jan1980	282.0
32257	25Jan1980	265.0
32258	26Jan1980	255.0
32259	27Jan1980	242.0
32260	28Jan1980	252.0
32261	29Jan1980	218.0
32262	30Jan1980	195.0
32263	31Jan1980	171.0
32264	01Feb1980	149.0
32265	02Feb1980	137.0
32266	03Feb1980	125.0
32267	04Feb1980	125.0
32268	05Feb1980	120.0
32269	06Feb1980	115.0
32270	07Feb1980	112.0
32271	08Feb1980	105.0
32272	09Feb1980	95.0
32273	10Feb1980	93.0
32274	11Feb1980	92.0
32275	12Feb1980	91.0
32276	13Feb1980	87.0
32277	14Feb1980	223.0
32278	15Feb1980	859.0
32279	16Feb1980	908.0
32280	17Feb1980	1670.0
32281	18Feb1980	1540.0
32282	19Feb1980	4220.0
32283	20Feb1980	1720.0
32284	21Feb1980	2550.0
32285	22Feb1980	1400.0
32286	23Feb1980	1040.0
32287	24Feb1980	816.0
32288	25Feb1980	682.0
32289	26Feb1980	587.0
32290	27Feb1980	537.0
32291	28Feb1980	870.0
32292	29Feb1980	584.0
32293	01Mar1980	501.0
32294	02Mar1980	483.0
32295	03Mar1980	731.0
32296	04Mar1980	614.0
32297	05Mar1980	956.0
32298	06Mar1980	1170.0
32299	07Mar1980	657.0
32300	08Mar1980	540.0
32301	09Mar1980	458.0
32302	10Mar1980	398.0
32303	11Mar1980	391.0
32304	12Mar1980	388.0
32305	13Mar1980	361.0
32306	14Mar1980	357.0
32307	15Mar1980	432.0
32308	16Mar1980	362.0
32309	17Mar1980	333.0
32310	18Mar1980	330.0
32311	19Mar1980	314.0
32312	20Mar1980	284.0
32313	21Mar1980	281.0
32314	22Mar1980	240.0
32315	23Mar1980	221.0
32316	24Mar1980	244.0
32317	25Mar1980	249.0
32318	26Mar1980	235.0
32319	27Mar1980	205.0
32320	28Mar1980	170.0
32321	29Mar1980	155.0
32322	30Mar1980	149.0
32323	31Mar1980	140.0
32324	01Apr1980	139.0
32325	02Apr1980	136.0
32326	03Apr1980	129.0
32327	04Apr1980	128.0
32328	05Apr1980	328.0
32329	06Apr1980	335.0
32330	07Apr1980	292.0
32331	08Apr1980	205.0
32332	09Apr1980	161.0
32333	10Apr1980	140.0
32334	11Apr1980	122.0
32335	12Apr1980	108.0
32336	13Apr1980	97.0
32337	14Apr1980	91.0
32338	15Apr1980	82.0
32339	16Apr1980	78.0
32340	17Apr1980	73.0
32341	18Apr1980	91.0
32342	19Apr1980	116.0
32343	20Apr1980	76.0
32344	21Apr1980	124.0
32345	22Apr1980	69.0
32346	23Apr1980	45.0
32347	24Apr1980	91.0
32348	25Apr1980	38.0
32349	26Apr1980	80.0
32350	27Apr1980	28.0
32351	28Apr1980	28.0
32352	29Apr1980	32.0
32353	30Apr1980	32.0
32354	01May1980	28.0
32355	02May1980	28.0
32356	03May1980	25.0
32357	04May1980	19.0
32358	05May1980	25.0
32359	06May1980	46.0
32360	07May1980	51.0
32361	08May1980	51.0
32362	09May1980	131.0
32363	10May1980	290.0
32364	11May1980	171.0
32365	12May1980	128.0
32366	13May1980	106.0
32367	14May1980	96.0
32368	15May1980	86.0
32369	16May1980	79.0
32370	17May1980	74.0
32371	18May1980	68.0
32372	19May1980	64.0
32373	20May1980	60.0
32374	21May1980	57.0
32375	22May1980	55.0
32376	23May1980	53.0
32377	24May1980	4.0
32378	25May1980	51.0
32379	26May1980	39.0
32380	27May1980	81.0
32381	28May1980	31.0
32382	29May1980	34.0
32383	30May1980	31.0
32384	31May1980	30.0
32385	01Jun1980	30.0
32386	02Jun1980	28.0
32387	03Jun1980	0.0
32388	04Jun1980	25.0
32389	05Jun1980	97.0
32390	06Jun1980	0.0
32391	07Jun1980	0.0
32392	08Jun1980	0.0
32393	09Jun1980	0.0
32394	10Jun1980	9.0
32395	11Jun1980	7.0
32396	12Jun1980	57.0
32397	13Jun1980	7.0
32398	14Jun1980	10.0
32399	15Jun1980	11.0
32400	16Jun1980	10.0
32401	17Jun1980	8.0
32402	18Jun1980	6.0
32403	19Jun1980	4.0
32404	20Jun1980	4.0
32405	21Jun1980	6.0
32406	22Jun1980	5.0
32407	23Jun1980	55.0
32408	24Jun1980	4.0
32409	25Jun1980	4.0
32410	26Jun1980	4.0
32411	27Jun1980	4.0
32412	28Jun1980	4.0
32413	29Jun1980	5.0
32414	30Jun1980	4.0
32415	01Jul1980	4.0
32416	02Jul1980	6.0
32417	03Jul1980	65.0
32418	04Jul1980	12.0
32419	05Jul1980	8.0
32420	06Jul1980	7.0
32421	07Jul1980	5.0
32422	08Jul1980	0.0
32423	09Jul1980	0.0
32424	10Jul1980	0.0
32425	11Jul1980	0.0
32426	12Jul1980	0.0
32427	13Jul1980	0.0
32428	14Jul1980	0.0
32429	15Jul1980	0.0
32430	16Jul1980	0.0
32431	17Jul1980	0.0
32432	18Jul1980	0.0
32433	19Jul1980	0.0
32434	20Jul1980	0.0
32435	21Jul1980	0.0
32436	22Jul1980	0.0
32437	23Jul1980	0.0
32438	24Jul1980	0.0
32439	25Jul1980	0.0
32440	26Jul1980	0.0
32441	27Jul1980	0.0
32442	28Jul1980	0.0
32443	29Jul1980	0.0
32444	30Jul1980	0.0
32445	31Jul1980	0.0
32446	01Aug1980	0.0
32447	02Aug1980	0.0
32448	03Aug1980	0.0
32449	04Aug1980	0.0
32450	05Aug1980	0.0
32451	06Aug1980	0.0
32452	07Aug1980	0.0
32453	08Aug1980	0.0
32454	09Aug1980	0.0
32455	10Aug1980	0.0
32456	11Aug1980	0.0
32457	12Aug1980	0.0
32458	13Aug1980	0.0
32459	14Aug1980	0.0
32460	15Aug1980	0.0
32461	16Aug1980	0.0
32462	17Aug1980	0.0
32463	18Aug1980	0.0
32464	19Aug1980	0.0
32465	20Aug1980	0.0
32466	21Aug1980	0.0
32467	22Aug1980	0.0
32468	23Aug1980	0.0
32469	24Aug1980	0.0
32470	25Aug1980	0.0
32471	26Aug1980	0.0
32472	27Aug1980	0.0
32473	28Aug1980	0.0
32474	29Aug1980	0.0
32475	30Aug1980	0.0
32476	31Aug1980	0.0
32477	01Sep1980	0.0
32478	02Sep1980	0.0
32479	03Sep1980	0.0
32480	04Sep1980	0.0
32481	05Sep1980	0.0
32482	06Sep1980	0.0
32483	07Sep1980	0.0
32484	08Sep1980	0.0
32485	09Sep1980	0.0
32486	10Sep1980	0.0
32487	11Sep1980	0.0
32488	12Sep1980	0.0
32489	13Sep1980	0.0
32490	14Sep1980	0.0
32491	15Sep1980	227.0
32492	16Sep1980	125.0
32493	17Sep1980	0.0
32494	18Sep1980	0.0
32495	19Sep1980	0.0
32496	20Sep1980	0.0
32497	21Sep1980	0.0
32498	22Sep1980	0.0
32499	23Sep1980	0.0
32500	24Sep1980	0.0
32501	25Sep1980	0.0
32502	26Sep1980	0.0
32503	27Sep1980	0.0
32504	28Sep1980	0.0
32505	29Sep1980	0.0
32506	30Sep1980	0.0
32507	01Oct1980	0.0
32508	02Oct1980	0.0
32509	03Oct1980	0.0
32510	04Oct1980	0.0
32511	05Oct1980	0.0
32512	06Oct1980	0.0
32513	07Oct1980	0.0
32514	08Oct1980	0.0
32515	09Oct1980	0.0
32516	10Oct1980	0.0
32517	11Oct1980	0.0
32518	12Oct1980	0.0
32519	13Oct1980	0.0
32520	14Oct1980	188.0
32521	15Oct1980	335.0
32522	16Oct1980	91.0
32523	17Oct1980	0.0
32524	18Oct1980	0.0
32525	19Oct1980	0.0
32526	20Oct1980	2.0
32527	21Oct1980	0.0
32528	22Oct1980	0.0
32529	23Oct1980	0.0
32530	24Oct1980	115.0
32531	25Oct1980	0.0
32532	26Oct1980	2.0
32533	27Oct1980	0.0
32534	28Oct1980	0.0
32535	29Oct1980	1.0
32536	30Oct1980	1.0
32537	31Oct1980	0.0
32538	01Nov1980	3.0
32539	02Nov1980	0.0
32540	03Nov1980	2.0
32541	04Nov1980	2.0
32542	05Nov1980	3.0
32543	06Nov1980	3.0
32544	07Nov1980	3.0
32545	08Nov1980	7.0
32546	09Nov1980	6.0
32547	10Nov1980	5.0
32548	11Nov1980	5.0
32549	12Nov1980	0.0
32550	13Nov1980	53.0
32551	14Nov1980	0.0
32552	15Nov1980	2.0
32553	16Nov1980	3.0
32554	17Nov1980	4.0
32555	18Nov1980	4.0
32556	19Nov1980	54.0
32557	20Nov1980	3.0
32558	21Nov1980	2.0
32559	22Nov1980	3.0
32560	23Nov1980	4.0
32561	24Nov1980	4.0
32562	25Nov1980	4.0
32563	26Nov1980	4.0
32564	27Nov1980	4.0
32565	28Nov1980	3.0
32566	29Nov1980	53.0
32567	30Nov1980	4.0
32568	01Dec1980	8.0
32569	02Dec1980	59.0
32570	03Dec1980	40.0
32571	04Dec1980	202.0
32572	05Dec1980	15.0
32573	06Dec1980	61.0
32574	07Dec1980	7.0
32575	08Dec1980	5.0
32576	09Dec1980	4.0
32577	10Dec1980	3.0
32578	11Dec1980	5.0
32579	12Dec1980	57.0
32580	13Dec1980	5.0
32581	14Dec1980	3.0
32582	15Dec1980	3.0
32583	16Dec1980	3.0
32584	17Dec1980	53.0
32585	18Dec1980	3.0
32586	19Dec1980	2.0
32587	20Dec1980	3.0
32588	21Dec1980	57.0
32589	22Dec1980	11.0
32590	23Dec1980	59.0
32591	24Dec1980	8.0
32592	25Dec1980	8.0
32593	26Dec1980	5.0
32594	27Dec1980	5.0
32595	28Dec1980	57.0
32596	29Dec1980	7.0
32597	30Dec1980	7.0
32598	31Dec1980	7.0
32599	01Jan1981	7.0
32600	02Jan1981	57.0
32601	03Jan1981	8.0
32602	04Jan1981	65.0
32603	05Jan1981	13.0
32604	06Jan1981	62.0
32605	07Jan1981	12.0
32606	08Jan1981	12.0
32607	09Jan1981	61.0
32608	10Jan1981	60.0
32609	11Jan1981	60.0
32610	12Jan1981	8.0
32611	13Jan1981	8.0
32612	14Jan1981	58.0
32613	15Jan1981	7.0
32614	16Jan1981	59.0
32615	17Jan1981	59.0
32616	18Jan1981	59.0
32617	19Jan1981	8.0
32618	20Jan1981	59.0
32619	21Jan1981	8.0
32620	22Jan1981	59.0
32621	23Jan1981	230.0
32622	24Jan1981	182.0
32623	25Jan1981	72.0
32624	26Jan1981	66.0
32625	27Jan1981	1381.0
32626	28Jan1981	1099.0
32627	29Jan1981	1262.0
32628	30Jan1981	394.0
32629	31Jan1981	191.0
32630	01Feb1981	129.0
32631	02Feb1981	110.0
32632	03Feb1981	101.0
32633	04Feb1981	92.0
32634	05Feb1981	36.0
32635	06Feb1981	81.0
32636	07Feb1981	78.0
32637	08Feb1981	77.0
32638	09Feb1981	76.0
32639	10Feb1981	24.0
32640	11Feb1981	75.0
32641	12Feb1981	74.0
32642	13Feb1981	79.0
32643	14Feb1981	272.0
32644	15Feb1981	166.0
32645	16Feb1981	93.0
32646	17Feb1981	142.0
32647	18Feb1981	83.0
32648	19Feb1981	81.0
32649	20Feb1981	82.0
32650	21Feb1981	77.0
32651	22Feb1981	75.0
32652	23Feb1981	74.0
32653	24Feb1981	141.0
32654	25Feb1981	114.0
32655	26Feb1981	106.0
32656	27Feb1981	144.0
32657	28Feb1981	36.0
32658	01Mar1981	85.0
32659	02Mar1981	80.0
32660	03Mar1981	78.0
32661	04Mar1981	295.0
32662	05Mar1981	397.0
32663	06Mar1981	187.0
32664	07Mar1981	105.0
32665	08Mar1981	94.0
32666	09Mar1981	88.0
32667	10Mar1981	84.0
32668	11Mar1981	81.0
32669	12Mar1981	78.0
32670	13Mar1981	75.0
32671	14Mar1981	72.0
32672	15Mar1981	33.0
32673	16Mar1981	267.0
32674	17Mar1981	100.0
32675	18Mar1981	45.0
32676	19Mar1981	932.0
32677	20Mar1981	588.0
32678	21Mar1981	485.0
32679	22Mar1981	345.0
32680	23Mar1981	158.0
32681	24Mar1981	176.0
32682	25Mar1981	828.0
32683	26Mar1981	618.0
32684	27Mar1981	350.0
32685	28Mar1981	194.0
32686	29Mar1981	174.0
32687	30Mar1981	163.0
32688	31Mar1981	155.0
32689	01Apr1981	105.0
32690	02Apr1981	99.0
32691	03Apr1981	42.0
32692	04Apr1981	86.0
32693	05Apr1981	31.0
32694	06Apr1981	32.0
32695	07Apr1981	81.0
32696	08Apr1981	79.0
32697	09Apr1981	27.0
32698	10Apr1981	23.0
32699	11Apr1981	69.0
32700	12Apr1981	18.0
32701	13Apr1981	17.0
32702	14Apr1981	17.0
32703	15Apr1981	14.0
32704	16Apr1981	12.0
32705	17Apr1981	9.0
32706	18Apr1981	0.0
32707	19Apr1981	78.0
32708	20Apr1981	86.0
32709	21Apr1981	72.0
32710	22Apr1981	16.0
32711	23Apr1981	14.0
32712	24Apr1981	13.0
32713	25Apr1981	12.0
32714	26Apr1981	12.0
32715	27Apr1981	12.0
32716	28Apr1981	11.0
32717	29Apr1981	8.0
32718	30Apr1981	5.0
32719	01May1981	0.0
32720	02May1981	6.0
32721	03May1981	0.0
32722	04May1981	5.0
32723	05May1981	0.0
32724	06May1981	0.0
32725	07May1981	3.0
32726	08May1981	4.0
32727	09May1981	0.0
32728	10May1981	0.0
32729	11May1981	3.0
32730	12May1981	0.0
32731	13May1981	0.0
32732	14May1981	3.0
32733	15May1981	0.0
32734	16May1981	0.0
32735	17May1981	0.0
32736	18May1981	3.0
32737	19May1981	4.0
32738	20May1981	0.0
32739	21May1981	4.0
32740	22May1981	3.0
32741	23May1981	0.0
32742	24May1981	4.0
32743	25May1981	0.0
32744	26May1981	0.0
32745	27May1981	54.0
32746	28May1981	0.0
32747	29May1981	0.0
32748	30May1981	0.0
32749	31May1981	0.0
32750	01Jun1981	0.0
32751	02Jun1981	2.0
32752	03Jun1981	0.0
32753	04Jun1981	0.0
32754	05Jun1981	0.0
32755	06Jun1981	0.0
32756	07Jun1981	2.0
32757	08Jun1981	0.0
32758	09Jun1981	0.0
32759	10Jun1981	0.0
32760	11Jun1981	0.0
32761	12Jun1981	0.0
32762	13Jun1981	0.0
32763	14Jun1981	0.0
32764	15Jun1981	0.0
32765	16Jun1981	0.0
32766	17Jun1981	2.0
32767	18Jun1981	0.0
32768	19Jun1981	0.0
32769	20Jun1981	0.0
32770	21Jun1981	0.0
32771	22Jun1981	0.0
32772	23Jun1981	0.0
32773	24Jun1981	0.0
32774	25Jun1981	0.0
32775	26Jun1981	0.0
32776	27Jun1981	0.0
32777	28Jun1981	0.0
32778	29Jun1981	0.0
32779	30Jun1981	0.0
32780	01Jul1981	0.0
32781	02Jul1981	0.0
32782	03Jul1981	0.0
32783	04Jul1981	0.0
32784	05Jul1981	0.0
32785	06Jul1981	0.0
32786	07Jul1981	0.0
32787	08Jul1981	0.0
32788	09Jul1981	0.0
32789	10Jul1981	0.0
32790	11Jul1981	0.0
32791	12Jul1981	0.0
32792	13Jul1981	0.0
32793	14Jul1981	0.0
32794	15Jul1981	0.0
32795	16Jul1981	0.0
32796	17Jul1981	0.0
32797	18Jul1981	0.0
32798	19Jul1981	0.0
32799	20Jul1981	0.0
32800	21Jul1981	0.0
32801	22Jul1981	0.0
32802	23Jul1981	0.0
32803	24Jul1981	0.0
32804	25Jul1981	0.0
32805	26Jul1981	0.0
32806	27Jul1981	0.0
32807	28Jul1981	0.0
32808	29Jul1981	0.0
32809	30Jul1981	0.0
32810	31Jul1981	0.0
32811	01Aug1981	0.0
32812	02Aug1981	0.0
32813	03Aug1981	0.0
32814	04Aug1981	0.0
32815	05Aug1981	0.0
32816	06Aug1981	0.0
32817	07Aug1981	0.0
32818	08Aug1981	0.0
32819	09Aug1981	0.0
32820	10Aug1981	0.0
32821	11Aug1981	0.0
32822	12Aug1981	0.0
32823	13Aug1981	0.0
32824	14Aug1981	0.0
32825	15Aug1981	0.0
32826	16Aug1981	0.0
32827	17Aug1981	0.0
32828	18Aug1981	0.0
32829	19Aug1981	0.0
32830	20Aug1981	0.0
32831	21Aug1981	0.0
32832	22Aug1981	0.0
32833	23Aug1981	0.0
32834	24Aug1981	0.0
32835	25Aug1981	0.0
32836	26Aug1981	0.0
32837	27Aug1981	0.0
32838	28Aug1981	0.0
32839	29Aug1981	0.0
32840	30Aug1981	0.0
32841	31Aug1981	0.0
32842	01Sep1981	0.0
32843	02Sep1981	0.0
32844	03Sep1981	0.0
32845	04Sep1981	0.0
32846	05Sep1981	0.0
32847	06Sep1981	0.0
32848	07Sep1981	0.0
32849	08Sep1981	0.0
32850	09Sep1981	0.0
32851	10Sep1981	0.0
32852	11Sep1981	0.0
32853	12Sep1981	0.0
32854	13Sep1981	0.0
32855	14Sep1981	0.0
32856	15Sep1981	0.0
32857	16Sep1981	0.0
32858	17Sep1981	0.0
32859	18Sep1981	0.0
32860	19Sep1981	0.0
32861	20Sep1981	0.0
32862	21Sep1981	0.0
32863	22Sep1981	0.0
32864	23Sep1981	0.0
32865	24Sep1981	0.0
32866	25Sep1981	0.0
32867	26Sep1981	0.0
32868	27Sep1981	0.0
32869	28Sep1981	0.0
32870	29Sep1981	3.0
32871	30Sep1981	0.0
32872	01Oct1981	0.0
32873	02Oct1981	2.0
32874	03Oct1981	0.0
32875	04Oct1981	0.0
32876	05Oct1981	2.0
32877	06Oct1981	0.0
32878	07Oct1981	8.0
32879	08Oct1981	4.0
32880	09Oct1981	53.0
32881	10Oct1981	3.0
32882	11Oct1981	64.0
32883	12Oct1981	13.0
32884	13Oct1981	7.0
32885	14Oct1981	5.0
32886	15Oct1981	55.0
32887	16Oct1981	3.0
32888	17Oct1981	52.0
32889	18Oct1981	2.0
32890	19Oct1981	2.0
32891	20Oct1981	3.0
32892	21Oct1981	54.0
32893	22Oct1981	3.0
32894	23Oct1981	3.0
32895	24Oct1981	3.0
32896	25Oct1981	53.0
32897	26Oct1981	3.0
32898	27Oct1981	57.0
32899	28Oct1981	305.0
32900	29Oct1981	221.0
32901	30Oct1981	86.0
32902	31Oct1981	20.0
32903	01Nov1981	65.0
32904	02Nov1981	14.0
32905	03Nov1981	65.0
32906	04Nov1981	14.0
32907	05Nov1981	63.0
32908	06Nov1981	13.0
32909	07Nov1981	10.0
32910	08Nov1981	10.0
32911	09Nov1981	59.0
32912	10Nov1981	89.0
32913	11Nov1981	183.0
32914	12Nov1981	213.0
32915	13Nov1981	791.0
32916	14Nov1981	791.0
32917	15Nov1981	264.0
32918	16Nov1981	229.0
32919	17Nov1981	1038.0
32920	18Nov1981	364.0
32921	19Nov1981	195.0
32922	20Nov1981	67.0
